,주택관리번호,공고번호,모델번호,주택형,공급세대수,순위,거주코드,거주지역,접수건수,경쟁률,최저당첨가점,최고당첨가점,평균당첨가점
8032,2020001197,2020001197,3,075.9300A,38,2,1,해당지역,0,,0.0,0.0,0.0
8033,2020001197,2020001197,3,075.9300A,38,2,2,기타지역,0,,,,
8034,2020001197,2020001197,4,075.5700C,28,1,1,해당지역,190,6.79,24.0,49.0,31.0
8035,2020001197,2020001197,4,075.5700C,28,1,2,기타지역,0,,,,
8036,2020001197,2020001197,4,075.5700C,28,2,1,해당지역,0,,0.0,0.0,0.0
8037,2020001197,2020001197,4,075.5700C,28,2,2,기타지역,0,,,,
8038,2020001197,2020001197,5,084.7300A,206,1,1,해당지역,4338,21.06,39.0,58.0,42.0
8039,2020001197,2020001197,5,084.7300A,206,1,2,기타지역,0,,,,
8040,2020001197,2020001197,5,084.7300A,206,2,1,해당지역,0,,0.0,0.0,0.0
8041,2020001197,2020001197,5,084.7300A,206,2,2,기타지역,0,,,,
8042,2020001197,2020001197,6,084.3300B,30,1,1,해당지역,393,13.1,38.0,44.0,41.0
8043,2020001197,2020001197,6,084.3300B,30,1,2,기타지역,0,,,,
8044,2020001197,2020001197,6,084.3300B,30,2,1,해당지역,0,,0.0,0.0,0.0
8045,2020001197,2020001197,6,084.3300B,30,2,2,기타지역,0,,,,
8046,2020001197,2020001197,7,105.8900 ,52,1,1,해당지역,1395,26.83,43.0,62.0,47.0
8047,2020001197,2020001197,7,105.8900 ,52,1,2,기타지역,0,,,,
8048,2020001197,2020001197,7,105.8900 ,52,2,1,해당지역,0,,0.0,0.0,0.0
8049,2020001197,2020001197,7,105.8900 ,52,2,2,기타지역,0,,,,
8050,2020001206,2020001206,1,069.8344 ,120,1,1,해당지역,203,1.69,-1.0,-1.0,-1.0
8051,2020001206,2020001206,1,069.8344 ,120,1,2,기타지역,20,,,,
8052,2020001206,2020001206,1,069.8344 ,120,2,1,해당지역,0,,-1.0,-1.0,-1.0
8053,2020001206,2020001206,1,069.8344 ,120,2,2,기타지역,0,,,,
8054,2020001206,2020001206,2,077.9382A,95,1,1,해당지역,228,2.4,-1.0,-1.0,-1.0
8055,2020001206,2020001206,2,077.9382A,95,1,2,기타지역,65,,,,
8056,2020001206,2020001206,2,077.9382A,95,2,1,해당지역,0,,-1.0,-1.0,-1.0
8057,2020001206,2020001206,2,077.9382A,95,2,2,기타지역,0,,,,
8058,2020001206,2020001206,3,077.9345B,44,1,1,해당지역,22,22.0,-1.0,-1.0,-1.0
8059,2020001206,2020001206,3,077.9345B,44,1,2,기타지역,12,10.0,,,
8060,2020001206,2020001206,3,077.9345B,44,2,1,해당지역,53,5.3,-1.0,-1.0,-1.0
8061,2020001206,2020001206,3,077.9345B,44,2,2,기타지역,36,,,,
8062,2020001209,2020001209,1,067.7126 ,128,1,1,해당지역,21,107.0,-1.0,-1.0,-1.0
8063,2020001209,2020001209,1,067.7126 ,128,1,2,기타지역,18,89.0,,,
8064,2020001209,2020001209,1,067.7126 ,128,2,1,해당지역,5,84.0,-1.0,-1.0,-1.0
8065,2020001209,2020001209,1,067.7126 ,128,2,2,기타지역,3,81.0,,,
8066,2020001209,2020001209,2,084.9062A,554,1,1,해당지역,169,385.0,-1.0,-1.0,-1.0
8067,2020001209,2020001209,2,084.9062A,554,1,2,기타지역,80,305.0,,,
8068,2020001209,2020001209,2,084.9062A,554,2,1,해당지역,23,282.0,-1.0,-1.0,-1.0
8069,2020001209,2020001209,2,084.9062A,554,2,2,기타지역,11,271.0,,,
8070,2020001209,2020001209,3,084.9992B,93,1,1,해당지역,44,49.0,-1.0,-1.0,-1.0
8071,2020001209,2020001209,3,084.9992B,93,1,2,기타지역,16,33.0,,,
8072,2020001209,2020001209,3,084.9992B,93,2,1,해당지역,7,26.0,-1.0,-1.0,-1.0
8073,2020001209,2020001209,3,084.9992B,93,2,2,기타지역,1,25.0,,,
8074,2020001209,2020001209,4,084.9398C,2,1,1,해당지역,45,22.5,55.0,55.0,55.0
8075,2020001209,2020001209,4,084.9398C,2,1,2,기타지역,13,,,,
8076,2020001209,2020001209,4,084.9398C,2,2,1,해당지역,0,,0.0,0.0,0.0
8077,2020001209,2020001209,4,084.9398C,2,2,2,기타지역,0,,,,
8078,2020001209,2020001209,5,101.1002 ,10,1,1,해당지역,45,4.5,-1.0,-1.0,-1.0
8079,2020001209,2020001209,5,101.1002 ,10,1,2,기타지역,13,,,,
8080,2020001209,2020001209,5,101.1002 ,10,2,1,해당지역,0,,-1.0,-1.0,-1.0
8081,2020001209,2020001209,5,101.1002 ,10,2,2,기타지역,0,,,,
8082,2020001209,2020001209,6,114.1432A,30,1,1,해당지역,11,19.0,-1.0,-1.0,-1.0
8083,2020001209,2020001209,6,114.1432A,30,1,2,기타지역,1,18.0,,,
8084,2020001209,2020001209,6,114.1432A,30,2,1,해당지역,1,17.0,-1.0,-1.0,-1.0
8085,2020001209,2020001209,6,114.1432A,30,2,2,기타지역,1,16.0,,,
8086,2020001209,2020001209,7,114.1500B,30,1,1,해당지역,20,10.0,-1.0,-1.0,-1.0
8087,2020001209,2020001209,7,114.1500B,30,1,2,기타지역,5,5.0,,,
8088,2020001209,2020001209,7,114.1500B,30,2,1,해당지역,3,2.0,-1.0,-1.0,-1.0
8089,2020001209,2020001209,7,114.1500B,30,2,2,기타지역,6,3.0,,,
8090,2020001209,2020001209,8,116.9716 ,1,1,1,해당지역,3,3.0,-1.0,-1.0,-1.0
8091,2020001209,2020001209,8,116.9716 ,1,1,2,기타지역,2,,,,
8092,2020001209,2020001209,8,116.9716 ,1,2,1,해당지역,0,,-1.0,-1.0,-1.0
8093,2020001209,2020001209,8,116.9716 ,1,2,2,기타지역,0,,,,
8094,2020001212,2020001212,1,069.9973 ,193,1,1,해당지역,49,144.0,0.0,0.0,0.0
8095,2020001212,2020001212,1,069.9973 ,193,1,2,기타지역,290,2.01,,,
8096,2020001212,2020001212,1,069.9973 ,193,2,1,해당지역,0,,27.0,53.0,36.0
8097,2020001212,2020001212,1,069.9973 ,193,2,2,기타지역,0,,,,
8098,2020001212,2020001212,2,079.4573 ,31,1,1,해당지역,24,7.0,0.0,0.0,0.0
8099,2020001212,2020001212,2,079.4573 ,31,1,2,기타지역,137,19.57,,,
8100,2020001212,2020001212,2,079.4573 ,31,2,1,해당지역,0,,44.0,56.0,49.0
8101,2020001212,2020001212,2,079.4573 ,31,2,2,기타지역,0,,,,
8102,2020001212,2020001212,3,084.9909A,432,1,1,해당지역,859,1.99,31.0,65.0,40.0
8103,2020001212,2020001212,3,084.9909A,432,1,2,기타지역,1797,,,,
8104,2020001212,2020001212,3,084.9909A,432,2,1,해당지역,0,,0.0,0.0,0.0
8105,2020001212,2020001212,3,084.9909A,432,2,2,기타지역,0,,,,
8106,2020001212,2020001212,4,084.9913B,70,1,1,해당지역,44,26.0,0.0,0.0,0.0
8107,2020001212,2020001212,4,084.9913B,70,1,2,기타지역,238,9.15,,,
8108,2020001212,2020001212,4,084.9913B,70,2,1,해당지역,0,,42.0,61.0,51.0
8109,2020001212,2020001212,4,084.9913B,70,2,2,기타지역,0,,,,
8110,2020001213,2020001213,1,067.7429A,25,1,1,해당지역,15,10.0,-1.0,-1.0,-1.0
8111,2020001213,2020001213,1,067.7429A,25,1,2,기타지역,1,9.0,,,
8112,2020001213,2020001213,1,067.7429A,25,2,1,해당지역,19,2.11,-1.0,-1.0,-1.0
8113,2020001213,2020001213,1,067.7429A,25,2,2,기타지역,2,,,,
8114,2020001213,2020001213,2,067.7429B,7,1,1,해당지역,4,3.0,-1.0,-1.0,-1.0
8115,2020001213,2020001213,2,067.7429B,7,1,2,기타지역,0,3.0,,,
8116,2020001213,2020001213,2,067.7429B,7,2,1,해당지역,6,2.0,-1.0,-1.0,-1.0
8117,2020001213,2020001213,2,067.7429B,7,2,2,기타지역,0,,,,
8118,2020001213,2020001213,3,076.8775A,7,1,1,해당지역,10,1.43,15.0,47.0,22.0
8119,2020001213,2020001213,3,076.8775A,7,1,2,기타지역,2,,,,
8120,2020001213,2020001213,3,076.8775A,7,2,1,해당지역,10,,0.0,0.0,0.0
8121,2020001213,2020001213,3,076.8775A,7,2,2,기타지역,3,,,,
8122,2020001213,2020001213,4,084.6785A,15,1,1,해당지역,42,2.8,26.0,44.0,35.0
8123,2020001213,2020001213,4,084.6785A,15,1,2,기타지역,5,,,,
8124,2020001213,2020001213,4,084.6785A,15,2,1,해당지역,31,,0.0,0.0,0.0
8125,2020001213,2020001213,4,084.6785A,15,2,2,기타지역,6,,,,
8126,2020001213,2020001213,5,084.6785B,5,1,1,해당지역,16,3.2,22.0,56.0,36.0
8127,2020001213,2020001213,5,084.6785B,5,1,2,기타지역,1,,,,
8128,2020001213,2020001213,5,084.6785B,5,2,1,해당지역,26,,0.0,0.0,0.0
8129,2020001213,2020001213,5,084.6785B,5,2,2,기타지역,3,,,,
8130,2020001216,2020001216,1,049.6901A,24,1,1,해당지역,0,24.0,-1.0,-1.0,-1.0
8131,2020001216,2020001216,1,049.6901A,24,1,2,기타지역,0,24.0,,,
8132,2020001216,2020001216,1,049.6901A,24,2,1,해당지역,0,24.0,-1.0,-1.0,-1.0
8133,2020001216,2020001216,1,049.6901A,24,2,2,기타지역,2,22.0,,,
8134,2020001216,2020001216,2,054.5613B,16,1,1,해당지역,0,16.0,,,
8135,2020001216,2020001216,2,054.5613B,16,1,2,기타지역,0,16.0,,,
8136,2020001216,2020001216,2,054.5613B,16,2,1,해당지역,0,16.0,,,
8137,2020001216,2020001216,2,054.5613B,16,2,2,기타지역,0,16.0,,,
8138,2020001216,2020001216,3,058.6029C,55,1,1,해당지역,0,55.0,-1.0,-1.0,-1.0
8139,2020001216,2020001216,3,058.6029C,55,1,2,기타지역,1,54.0,,,
8140,2020001216,2020001216,3,058.6029C,55,2,1,해당지역,0,54.0,-1.0,-1.0,-1.0
8141,2020001216,2020001216,3,058.6029C,55,2,2,기타지역,3,51.0,,,
8142,2020001222,2020001222,1,059.4107A,11,1,1,해당지역,33,3.0,-1.0,-1.0,-1.0
8143,2020001222,2020001222,1,059.4107A,11,1,2,기타지역,14,,,,
8144,2020001222,2020001222,1,059.4107A,11,2,1,해당지역,0,,-1.0,-1.0,-1.0
8145,2020001222,2020001222,1,059.4107A,11,2,2,기타지역,0,,,,
8146,2020001222,2020001222,2,059.5100B,9,1,1,해당지역,10,1.11,-1.0,-1.0,-1.0
8147,2020001222,2020001222,2,059.5100B,9,1,2,기타지역,8,,,,
8148,2020001222,2020001222,2,059.5100B,9,2,1,해당지역,0,,-1.0,-1.0,-1.0
8149,2020001222,2020001222,2,059.5100B,9,2,2,기타지역,0,,,,
8150,2020001222,2020001222,3,059.4107C,5,1,1,해당지역,27,5.4,-1.0,-1.0,-1.0
8151,2020001222,2020001222,3,059.4107C,5,1,2,기타지역,14,,,,
8152,2020001222,2020001222,3,059.4107C,5,2,1,해당지역,0,,-1.0,-1.0,-1.0
8153,2020001222,2020001222,3,059.4107C,5,2,2,기타지역,0,,,,
8154,2020001222,2020001222,4,059.5100D,6,1,1,해당지역,15,2.5,-1.0,-1.0,-1.0
8155,2020001222,2020001222,4,059.5100D,6,1,2,기타지역,5,,,,
8156,2020001222,2020001222,4,059.5100D,6,2,1,해당지역,0,,-1.0,-1.0,-1.0
8157,2020001222,2020001222,4,059.5100D,6,2,2,기타지역,0,,,,
8158,2020001224,2020001224,1,059.9348 ,26,1,1,해당지역,1066,41.0,56.0,64.0,59.0
8159,2020001224,2020001224,1,059.9348 ,26,1,2,기타지역,79,,,,
8160,2020001224,2020001224,1,059.9348 ,26,2,1,해당지역,0,,0.0,0.0,0.0
8161,2020001224,2020001224,1,059.9348 ,26,2,2,기타지역,0,,,,
8162,2020001224,2020001224,2,084.9900A,36,1,1,해당지역,2155,59.86,57.0,67.0,59.0
8163,2020001224,2020001224,2,084.9900A,36,1,2,기타지역,151,,,,
8164,2020001224,2020001224,2,084.9900A,36,2,1,해당지역,0,,0.0,0.0,0.0
8165,2020001224,2020001224,2,084.9900A,36,2,2,기타지역,0,,,,
8166,2020001224,2020001224,3,084.7891B,36,1,1,해당지역,777,21.58,55.0,64.0,58.0
8167,2020001224,2020001224,3,084.7891B,36,1,2,기타지역,62,,,,
8168,2020001224,2020001224,3,084.7891B,36,2,1,해당지역,0,,0.0,0.0,0.0
8169,2020001224,2020001224,3,084.7891B,36,2,2,기타지역,0,,,,
8170,2020001224,2020001224,4,084.9736C,36,1,1,해당지역,2247,62.42,58.0,69.0,61.0
8171,2020001224,2020001224,4,084.9736C,36,1,2,기타지역,163,,,,
8172,2020001224,2020001224,4,084.9736C,36,2,1,해당지역,0,,0.0,0.0,0.0
8173,2020001224,2020001224,4,084.9736C,36,2,2,기타지역,0,,,,
8174,2020001227,2020001227,1,059.9463 ,59,1,1,해당지역,4,55.0,-1.0,-1.0,-1.0
8175,2020001227,2020001227,1,059.9463 ,59,1,2,기타지역,2,53.0,,,
8176,2020001227,2020001227,1,059.9463 ,59,2,1,해당지역,1,52.0,-1.0,-1.0,-1.0
8177,2020001227,2020001227,1,059.9463 ,59,2,2,기타지역,0,52.0,,,
8178,2020001227,2020001227,2,084.9523A,257,1,1,해당지역,12,245.0,-1.0,-1.0,-1.0
8179,2020001227,2020001227,2,084.9523A,257,1,2,기타지역,2,243.0,,,
8180,2020001227,2020001227,2,084.9523A,257,2,1,해당지역,4,239.0,-1.0,-1.0,-1.0
8181,2020001227,2020001227,2,084.9523A,257,2,2,기타지역,1,238.0,,,
8182,2020001227,2020001227,3,084.9523B,54,1,1,해당지역,5,49.0,-1.0,-1.0,-1.0
8183,2020001227,2020001227,3,084.9523B,54,1,2,기타지역,0,49.0,,,
8184,2020001227,2020001227,3,084.9523B,54,2,1,해당지역,2,47.0,-1.0,-1.0,-1.0
8185,2020001227,2020001227,3,084.9523B,54,2,2,기타지역,0,47.0,,,
8186,2020001227,2020001227,4,119.6903 ,72,1,1,해당지역,1,71.0,-1.0,-1.0,-1.0
8187,2020001227,2020001227,4,119.6903 ,72,1,2,기타지역,0,71.0,,,
8188,2020001227,2020001227,4,119.6903 ,72,2,1,해당지역,1,70.0,-1.0,-1.0,-1.0
8189,2020001227,2020001227,4,119.6903 ,72,2,2,기타지역,0,70.0,,,
8190,2020001227,2020001227,5,138.5903 ,4,1,1,해당지역,2,2.0,-1.0,-1.0,-1.0
8191,2020001227,2020001227,5,138.5903 ,4,1,2,기타지역,0,2.0,,,
8192,2020001227,2020001227,5,138.5903 ,4,2,1,해당지역,2,1.0,-1.0,-1.0,-1.0
8193,2020001227,2020001227,5,138.5903 ,4,2,2,기타지역,1,,,,
8194,2020001237,2020001237,1,059.5510 ,116,1,1,해당지역,3542,30.53,51.0,62.0,55.0
8195,2020001237,2020001237,1,059.5510 ,116,1,2,기타지역,296,,,,
8196,2020001237,2020001237,1,059.5510 ,116,2,1,해당지역,0,,0.0,0.0,0.0
8197,2020001237,2020001237,1,059.5510 ,116,2,2,기타지역,0,,,,
8198,2020001238,2020001238,1,084.8865A,325,1,1,해당지역,62,263.0,-1.0,-1.0,-1.0
8199,2020001238,2020001238,1,084.8865A,325,1,2,기타지역,20,243.0,,,
8200,2020001238,2020001238,1,084.8865A,325,2,1,해당지역,34,209.0,-1.0,-1.0,-1.0
8201,2020001238,2020001238,1,084.8865A,325,2,2,기타지역,13,196.0,,,
8202,2020001238,2020001238,2,084.9867B,12,1,1,해당지역,5,7.0,-1.0,-1.0,-1.0
8203,2020001238,2020001238,2,084.9867B,12,1,2,기타지역,5,2.0,,,
8204,2020001238,2020001238,2,084.9867B,12,2,1,해당지역,3,1.5,-1.0,-1.0,-1.0
8205,2020001238,2020001238,2,084.9867B,12,2,2,기타지역,1,,,,
8206,2020001240,2020001240,1,051.0300 ,10,1,1,해당지역,7,3.0,0.0,0.0,0.0
8207,2020001240,2020001240,1,051.0300 ,10,1,2,기타지역,100,33.33,,,
8208,2020001240,2020001240,1,051.0300 ,10,2,1,해당지역,0,,54.0,60.0,57.0
8209,2020001240,2020001240,1,051.0300 ,10,2,2,기타지역,0,,,,
8210,2020001240,2020001240,2,059.0200B,6,1,1,해당지역,15,2.5,24.0,52.0,30.0
8211,2020001240,2020001240,2,059.0200B,6,1,2,기타지역,112,,,,
8212,2020001240,2020001240,2,059.0200B,6,2,1,해당지역,0,,0.0,0.0,0.0
8213,2020001240,2020001240,2,059.0200B,6,2,2,기타지역,0,,,,
8214,2020001240,2020001240,3,072.0400 ,4,1,1,해당지역,12,3.0,20.0,31.0,26.0
8215,2020001240,2020001240,3,072.0400 ,4,1,2,기타지역,84,,,,
8216,2020001240,2020001240,3,072.0400 ,4,2,1,해당지역,0,,0.0,0.0,0.0
8217,2020001240,2020001240,3,072.0400 ,4,2,2,기타지역,0,,,,
8218,2020001240,2020001240,4,084.0300 ,10,1,1,해당지역,33,3.3,27.0,49.0,37.0
8219,2020001240,2020001240,4,084.0300 ,10,1,2,기타지역,376,,,,
8220,2020001240,2020001240,4,084.0300 ,10,2,1,해당지역,0,,0.0,0.0,0.0
8221,2020001240,2020001240,4,084.0300 ,10,2,2,기타지역,0,,,,
8222,2020001242,2020001242,1,059.9912A,54,1,1,해당지역,14,40.0,-1.0,-1.0,-1.0
8223,2020001242,2020001242,1,059.9912A,54,1,2,기타지역,49,1.23,,,
8224,2020001242,2020001242,1,059.9912A,54,2,1,해당지역,4,,-1.0,-1.0,-1.0
8225,2020001242,2020001242,1,059.9912A,54,2,2,기타지역,56,,,,
8226,2020001242,2020001242,2,059.8855B,30,1,1,해당지역,3,27.0,-1.0,-1.0,-1.0
8227,2020001242,2020001242,2,059.8855B,30,1,2,기타지역,8,19.0,,,
8228,2020001242,2020001242,2,059.8855B,30,2,1,해당지역,4,15.0,-1.0,-1.0,-1.0
8229,2020001242,2020001242,2,059.8855B,30,2,2,기타지역,29,1.93,,,
8230,2020001242,2020001242,3,075.8886 ,49,1,1,해당지역,0,49.0,-1.0,-1.0,-1.0
8231,2020001242,2020001242,3,075.8886 ,49,1,2,기타지역,5,44.0,,,
8232,2020001242,2020001242,3,075.8886 ,49,2,1,해당지역,1,43.0,-1.0,-1.0,-1.0
8233,2020001242,2020001242,3,075.8886 ,49,2,2,기타지역,13,30.0,,,
8234,2020001242,2020001242,4,075.8831A,17,1,1,해당지역,11,6.0,0.0,0.0,0.0
8235,2020001242,2020001242,4,075.8831A,17,1,2,기타지역,33,5.5,,,
8236,2020001242,2020001242,4,075.8831A,17,2,1,해당지역,7,,36.0,60.0,45.0
8237,2020001242,2020001242,4,075.8831A,17,2,2,기타지역,37,,,,
8238,2020001242,2020001242,5,075.9349B,42,1,1,해당지역,1,41.0,-1.0,-1.0,-1.0
8239,2020001242,2020001242,5,075.9349B,42,1,2,기타지역,14,27.0,,,
8240,2020001242,2020001242,5,075.9349B,42,2,1,해당지역,7,20.0,-1.0,-1.0,-1.0
8241,2020001242,2020001242,5,075.9349B,42,2,2,기타지역,20,1.0,,,
8242,2020001242,2020001242,6,075.8668C,64,1,1,해당지역,2,62.0,-1.0,-1.0,-1.0
8243,2020001242,2020001242,6,075.8668C,64,1,2,기타지역,17,45.0,,,
8244,2020001242,2020001242,6,075.8668C,64,2,1,해당지역,4,41.0,-1.0,-1.0,-1.0
8245,2020001242,2020001242,6,075.8668C,64,2,2,기타지역,29,12.0,,,
8246,2020001242,2020001242,7,084.9047A,132,1,1,해당지역,40,92.0,0.0,0.0,0.0
8247,2020001242,2020001242,7,084.9047A,132,1,2,기타지역,223,2.42,,,
8248,2020001242,2020001242,7,084.9047A,132,2,1,해당지역,16,,24.0,52.0,34.0
8249,2020001242,2020001242,7,084.9047A,132,2,2,기타지역,149,,,,
8250,2020001242,2020001242,8,084.9356B,43,1,1,해당지역,8,35.0,-1.0,-1.0,-1.0
8251,2020001242,2020001242,8,084.9356B,43,1,2,기타지역,37,1.06,,,
8252,2020001242,2020001242,8,084.9356B,43,2,1,해당지역,9,,-1.0,-1.0,-1.0
8253,2020001242,2020001242,8,084.9356B,43,2,2,기타지역,48,,,,
8254,2020001242,2020001242,9,084.9601C,23,1,1,해당지역,3,20.0,0.0,0.0,0.0
8255,2020001242,2020001242,9,084.9601C,23,1,2,기타지역,47,2.35,,,
8256,2020001242,2020001242,9,084.9601C,23,2,1,해당지역,6,,26.0,59.0,40.0
8257,2020001242,2020001242,9,084.9601C,23,2,2,기타지역,57,,,,
8258,2020001245,2020001245,1,080.9267 ,28,1,1,해당지역,6,22.0,-1.0,-1.0,-1.0
8259,2020001245,2020001245,1,080.9267 ,28,1,2,기타지역,3,19.0,,,
8260,2020001245,2020001245,1,080.9267 ,28,2,1,해당지역,17,2.0,-1.0,-1.0,-1.0
8261,2020001245,2020001245,1,080.9267 ,28,2,2,기타지역,6,3.0,,,
8262,2020001245,2020001245,2,082.9998 ,4,1,1,해당지역,2,2.0,-1.0,-1.0,-1.0
8263,2020001245,2020001245,2,082.9998 ,4,1,2,기타지역,1,1.0,,,
8264,2020001245,2020001245,2,082.9998 ,4,2,1,해당지역,4,4.0,-1.0,-1.0,-1.0
8265,2020001245,2020001245,2,082.9998 ,4,2,2,기타지역,4,,,,
8266,2020001245,2020001245,3,084.8986A,24,1,1,해당지역,75,3.13,47.0,68.0,55.0
8267,2020001245,2020001245,3,084.8986A,24,1,2,기타지역,23,,,,
8268,2020001245,2020001245,3,084.8986A,24,2,1,해당지역,0,,0.0,0.0,0.0
8269,2020001245,2020001245,3,084.8986A,24,2,2,기타지역,0,,,,
8270,2020001245,2020001245,4,084.8353B,27,1,1,해당지역,16,11.0,-1.0,-1.0,-1.0
8271,2020001245,2020001245,4,084.8353B,27,1,2,기타지역,4,7.0,,,
8272,2020001245,2020001245,4,084.8353B,27,2,1,해당지역,46,6.57,-1.0,-1.0,-1.0
8273,2020001245,2020001245,4,084.8353B,27,2,2,기타지역,6,,,,
8274,2020001245,2020001245,5,084.7748C,15,1,1,해당지역,99,6.6,46.0,60.0,53.0
8275,2020001245,2020001245,5,084.7748C,15,1,2,기타지역,30,,,,
8276,2020001245,2020001245,5,084.7748C,15,2,1,해당지역,0,,0.0,0.0,0.0
8277,2020001245,2020001245,5,084.7748C,15,2,2,기타지역,0,,,,
8278,2020001245,2020001245,6,084.6491D,28,1,1,해당지역,13,15.0,-1.0,-1.0,-1.0
8279,2020001245,2020001245,6,084.6491D,28,1,2,기타지역,13,2.0,,,
8280,2020001245,2020001245,6,084.6491D,28,2,1,해당지역,51,25.5,-1.0,-1.0,-1.0
8281,2020001245,2020001245,6,084.6491D,28,2,2,기타지역,13,,,,
8282,2020001245,2020001245,7,084.9656E,19,1,1,해당지역,56,2.95,37.0,63.0,51.0
8283,2020001245,2020001245,7,084.9656E,19,1,2,기타지역,16,,,,
8284,2020001245,2020001245,7,084.9656E,19,2,1,해당지역,0,,0.0,0.0,0.0
8285,2020001245,2020001245,7,084.9656E,19,2,2,기타지역,0,,,,
8286,2020001245,2020001245,8,114.9448 ,25,1,1,해당지역,65,2.6,-1.0,-1.0,-1.0
8287,2020001245,2020001245,8,114.9448 ,25,1,2,기타지역,19,,,,
8288,2020001245,2020001245,8,114.9448 ,25,2,1,해당지역,0,,-1.0,-1.0,-1.0
8289,2020001245,2020001245,8,114.9448 ,25,2,2,기타지역,0,,,,
8290,2020001245,2020001245,9,172.8570 ,1,1,1,해당지역,13,13.0,-1.0,-1.0,-1.0
8291,2020001245,2020001245,9,172.8570 ,1,1,2,기타지역,0,,,,
8292,2020001245,2020001245,9,172.8570 ,1,2,1,해당지역,0,,-1.0,-1.0,-1.0
8293,2020001245,2020001245,9,172.8570 ,1,2,2,기타지역,0,,,,
8294,2020001245,2020001245,10,181.4652 ,1,1,1,해당지역,12,12.0,-1.0,-1.0,-1.0
8295,2020001245,2020001245,10,181.4652 ,1,1,2,기타지역,1,,,,
8296,2020001245,2020001245,10,181.4652 ,1,2,1,해당지역,0,,-1.0,-1.0,-1.0
8297,2020001245,2020001245,10,181.4652 ,1,2,2,기타지역,0,,,,
8298,2020001246,2020001246,1,059.9638 ,174,1,1,해당지역,337,1.94,26.0,57.0,35.0
8299,2020001246,2020001246,1,059.9638 ,174,1,2,기타지역,38,,,,
8300,2020001246,2020001246,1,059.9638 ,174,2,1,해당지역,103,,0.0,0.0,0.0
8301,2020001246,2020001246,1,059.9638 ,174,2,2,기타지역,24,,,,
8302,2020001246,2020001246,2,074.9463A,156,1,1,해당지역,505,3.24,31.0,60.0,41.0
8303,2020001246,2020001246,2,074.9463A,156,1,2,기타지역,75,,,,
8304,2020001246,2020001246,2,074.9463A,156,2,1,해당지역,279,,0.0,0.0,0.0
8305,2020001246,2020001246,2,074.9463A,156,2,2,기타지역,72,,,,
8306,2020001246,2020001246,3,074.9592B,52,1,1,해당지역,72,1.38,26.0,55.0,35.0
8307,2020001246,2020001246,3,074.9592B,52,1,2,기타지역,22,,,,
8308,2020001246,2020001246,3,074.9592B,52,2,1,해당지역,115,,0.0,0.0,0.0
8309,2020001246,2020001246,3,074.9592B,52,2,2,기타지역,29,,,,
8310,2020001246,2020001246,4,084.9633A,204,1,1,해당지역,3314,16.25,45.0,65.0,51.0
8311,2020001246,2020001246,4,084.9633A,204,1,2,기타지역,299,,,,
8312,2020001246,2020001246,4,084.9633A,204,2,1,해당지역,0,,0.0,0.0,0.0
8313,2020001246,2020001246,4,084.9633A,204,2,2,기타지역,0,,,,
8314,2020001246,2020001246,5,084.9353B,102,1,1,해당지역,512,5.02,33.0,52.0,40.0
8315,2020001246,2020001246,5,084.9353B,102,1,2,기타지역,61,,,,
8316,2020001246,2020001246,5,084.9353B,102,2,1,해당지역,0,,0.0,0.0,0.0
8317,2020001246,2020001246,5,084.9353B,102,2,2,기타지역,0,,,,
8318,2020001247,2020001247,1,059.9889 ,60,1,1,해당지역,17,43.0,-1.0,-1.0,-1.0
8319,2020001247,2020001247,1,059.9889 ,60,1,2,기타지역,35,8.0,,,
8320,2020001247,2020001247,1,059.9889 ,60,2,1,해당지역,5,3.0,-1.0,-1.0,-1.0
8321,2020001247,2020001247,1,059.9889 ,60,2,2,기타지역,14,4.67,,,
8322,2020001247,2020001247,2,074.8999 ,40,1,1,해당지역,9,31.0,-1.0,-1.0,-1.0
8323,2020001247,2020001247,2,074.8999 ,40,1,2,기타지역,39,1.26,,,
8324,2020001247,2020001247,2,074.8999 ,40,2,1,해당지역,20,,-1.0,-1.0,-1.0
8325,2020001247,2020001247,2,074.8999 ,40,2,2,기타지역,38,,,,
8326,2020001247,2020001247,3,080.9458A,54,1,1,해당지역,103,1.91,-1.0,-1.0,-1.0
8327,2020001247,2020001247,3,080.9458A,54,1,2,기타지역,171,,,,
8328,2020001247,2020001247,3,080.9458A,54,2,1,해당지역,0,,-1.0,-1.0,-1.0
8329,2020001247,2020001247,3,080.9458A,54,2,2,기타지역,0,,,,
8330,2020001247,2020001247,4,080.8791B,13,1,1,해당지역,25,1.92,-1.0,-1.0,-1.0
8331,2020001247,2020001247,4,080.8791B,13,1,2,기타지역,54,,,,
8332,2020001247,2020001247,4,080.8791B,13,2,1,해당지역,0,,-1.0,-1.0,-1.0
8333,2020001247,2020001247,4,080.8791B,13,2,2,기타지역,0,,,,
8334,2020001252,2020001252,1,084.7771A,196,1,1,해당지역,3123,15.93,47.0,69.0,52.0
8335,2020001252,2020001252,1,084.7771A,196,1,2,기타지역,0,,,,
8336,2020001252,2020001252,1,084.7771A,196,2,1,해당지역,0,,0.0,0.0,0.0
8337,2020001252,2020001252,1,084.7771A,196,2,2,기타지역,0,,,,
8338,2020001252,2020001252,2,084.9750B,87,1,1,해당지역,1867,21.46,51.0,67.0,55.0
8339,2020001252,2020001252,2,084.9750B,87,1,2,기타지역,0,,,,
